timestamp,tweet_volume
2014-04-09,8193
2014-04-10,15039
2014-04-11,14907
2014-04-12,7582
2014-04-13,10674
2014-04-14,13266
2014-04-15,14835
2014-04-16,15790
2014-04-17,15215
2014-04-18,14028
2014-04-19,12337
2014-04-20,12139
2014-04-21,14244
2014-04-22,16098
2014-04-23,16232
2014-04-24,15471
2014-04-25,15255
2014-04-26,12283
2014-04-27,11667
2014-04-28,15969
2014-04-29,16706
2014-04-30,17588
2014-05-01,16988
2014-05-02,20057
2014-05-03,12910
2014-05-04,12716
2014-05-05,21273
2014-05-06,16806
2014-05-07,16970
2014-05-08,21518
2014-05-09,17442
2014-05-10,14225
2014-05-11,13469
2014-05-12,15910
2014-05-13,16935
2014-05-14,18167
2014-05-15,32817
2014-05-16,14474
2014-05-17,14587
2014-05-18,12892
2014-05-19,13595
2014-05-20,21515
2014-05-21,20254
2014-05-22,20217
2014-05-23,19485
2014-05-24,13630
2014-05-25,13823
2014-05-26,14792
2014-05-27,19718
2014-05-28,18545
2014-05-29,17571
2014-05-30,21731
2014-05-31,12882
2014-06-01,12849
2014-06-02,16427
2014-06-03,17858
2014-06-04,18010
2014-06-05,18707
2014-06-06,16611
2014-06-07,12557
2014-06-08,12134
2014-06-09,14497
2014-06-10,16631
2014-06-11,19356
2014-06-12,19092
2014-06-13,19128
2014-06-14,16078
2014-06-15,15810
2014-06-16,18430
2014-06-17,18560
2014-06-18,15957
2014-06-19,17605
2014-06-20,17459
2014-06-21,15113
2014-06-22,13838
2014-06-23,16325
2014-06-24,17005
2014-06-25,17683
2014-06-26,17534
2014-06-27,17587
2014-06-28,15236
2014-06-29,15482
2014-06-30,19860
2014-07-01,20443
2014-07-02,21375
2014-07-03,22046
2014-07-04,22659
2014-07-05,16997
2014-07-06,17331
2014-07-07,22248
2014-07-08,24425
2014-07-09,24542
2014-07-10,23242
2014-07-11,20939
2014-07-12,16719
2014-07-13,16133
2014-07-14,20287
2014-07-15,25031
2014-07-16,21984
2014-07-17,23305
2014-07-18,25897
2014-07-19,20261
2014-07-20,16827
2014-07-21,18501
2014-07-22,18386
2014-07-23,20612
2014-07-24,20448
2014-07-25,19971
2014-07-26,16000
2014-07-27,15621
2014-07-28,23384
2014-07-29,21797
2014-07-30,22092
2014-07-31,22160
2014-08-01,21585
2014-08-02,18531
2014-08-03,17187
2014-08-04,20609
2014-08-05,21073
2014-08-06,22471
2014-08-07,24516
2014-08-08,23126
2014-08-09,21820
2014-08-10,20814
2014-08-11,21388
2014-08-12,22551
2014-08-13,23725
2014-08-14,24887
2014-08-15,22725
2014-08-16,23487
2014-08-17,22608
2014-08-18,21867
2014-08-19,24106
2014-08-20,26924
2014-08-21,22176
2014-08-22,21222
2014-08-23,17389
2014-08-24,16318
2014-08-25,19062
2014-08-26,19596
2014-08-27,19625
2014-08-28,22229
2014-08-29,19838
2014-08-30,18905
2014-08-31,17226
2014-09-01,18661
2014-09-02,22901
2014-09-03,22113
2014-09-04,24968
2014-09-05,22368
2014-09-06,21053
2014-09-07,17730
2014-09-08,22751
2014-09-09,16169
2014-09-10,16616
2014-09-11,27367
2014-09-12,24097
2014-09-13,18209
2014-09-14,18671
2014-09-15,23392
2014-09-16,21176
2014-09-17,27946
2014-09-18,21135
2014-09-19,20775
2014-09-20,17607
2014-09-21,17026
2014-09-22,14984
2014-09-23,23489
2014-09-24,20675
2014-09-25,20757
2014-09-26,19512
2014-09-27,17202
2014-09-28,16636
2014-09-29,19660
2014-09-30,21073
2014-10-01,18636
2014-10-02,18380
2014-10-03,20207
2014-10-04,18214
2014-10-05,20031
2014-10-06,25065
2014-10-07,22543
2014-10-08,24408
2014-10-09,24075
2014-10-10,19090
2014-10-11,17107
2014-10-12,17072
2014-10-13,22018
2014-10-14,25804
2014-10-15,23992
2014-10-16,24445
2014-10-17,21491
2014-10-18,20572
2014-10-19,18259
2014-10-20,23312
2014-10-21,22499
2014-10-22,20348
2014-10-23,21036
2014-10-24,11147
2014-10-25,22449
2014-10-26,20090
2014-10-27,21632
2014-10-28,20173
2014-10-29,22081
2014-10-30,22855
2014-10-31,22906
2014-11-01,30263
2014-11-02,21408
2014-11-03,26060
2014-11-04,20992
2014-11-05,20871
2014-11-06,24348
2014-11-07,24244
2014-11-08,18964
2014-11-09,18949
2014-11-10,22516
2014-11-11,23156
2014-11-12,25601
2014-11-13,26798
2014-11-14,23449
2014-11-15,21104
2014-11-16,21652
2014-11-17,25728
2014-11-18,28238
2014-11-19,25117
2014-11-20,23707
2014-11-21,24577
2014-11-22,22344
2014-11-23,20544
2014-11-24,25545
2014-11-25,25985
2014-11-26,27929
2014-11-27,25790
2014-11-28,24830
2014-11-29,26555
2014-11-30,20117
2014-12-01,26508
2014-12-02,32744
2014-12-03,24990
2014-12-04,26370
2014-12-05,25043
2014-12-06,21503
2014-12-07,21983
2014-12-08,24899
2014-12-09,27224
2014-12-10,25421
2014-12-11,32162
2014-12-12,25383
2014-12-13,26584
2014-12-14,23579
2014-12-15,26094
2014-12-16,27622
2014-12-17,28350
2014-12-18,26969
2014-12-19,23574
2014-12-20,23524
2014-12-21,21411
2014-12-22,23172
2014-12-23,25504
2014-12-24,24192
2014-12-25,21216
2014-12-26,21728
2014-12-27,21543
2014-12-28,18427
2014-12-29,19605
2014-12-30,19477
2014-12-31,20017
2015-01-01,18681
2015-01-02,9385
2015-01-03,null
2015-01-04,7300
2015-01-05,23092
2015-01-06,25041
2015-01-07,26987
2015-01-08,22546
2015-01-09,30439
2015-01-10,22162
2015-01-11,20760
2015-01-12,24861
2015-01-13,30086
2015-01-14,35414
2015-01-15,26417
2015-01-16,26448
2015-01-17,19187
2015-01-18,24812
2015-01-19,27548
2015-01-20,26982
2015-01-21,24660
2015-01-22,25882
2015-01-23,24058
2015-01-24,32718
2015-01-25,21312
2015-01-26,33929
2015-01-27,26135
2015-01-28,27422
2015-01-29,25184
2015-01-30,22919
2015-01-31,18146
2015-02-01,19445
2015-02-02,24761
2015-02-03,33419
2015-02-04,22995
2015-02-05,28935
2015-02-06,23289
2015-02-07,19540
2015-02-08,20792
2015-02-09,24642
2015-02-10,24331
2015-02-11,39339
2015-02-12,25742
2015-02-13,27697
2015-02-14,19041
2015-02-15,21846
2015-02-16,24782
2015-02-17,24354
2015-02-18,22628
2015-02-19,24979
2015-02-20,29514
2015-02-21,20543
2015-02-22,20579
2015-02-23,23428
2015-02-24,24385
2015-02-25,24137
2015-02-26,26283
2015-02-27,30545
2015-02-28,20811
2015-03-01,18895
2015-03-02,23297
2015-03-03,25764
2015-03-04,25007
2015-03-05,24174
2015-03-06,22774
2015-03-07,19322
2015-03-08,19396
2015-03-09,23937
2015-03-10,28378
2015-03-11,25733
2015-03-12,24527
2015-03-13,25574
2015-03-14,21952
2015-03-15,24161
2015-03-16,24071
2015-03-17,36584
2015-03-18,24807
2015-03-19,31393
2015-03-20,26773
2015-03-21,23297
2015-03-22,27846
2015-03-23,34762
2015-03-24,31576
2015-03-25,35297
2015-03-26,37079
2015-03-27,36691
2015-03-28,31697
2015-03-29,31897
2015-03-30,38669
2015-03-31,35388
2015-04-01,34237
2015-04-02,29264
2015-04-03,30317
2015-04-04,27885
2015-04-05,29227
2015-04-06,29046
2015-04-07,29994
2015-04-08,37076
2015-04-09,37353
2015-04-10,28657
2015-04-11,27225
2015-04-12,25877
2015-04-13,29205
2015-04-14,30124
2015-04-15,28598
2015-04-16,34517
2015-04-17,28275
2015-04-18,25659
2015-04-19,26993
2015-04-20,28470
2015-04-21,32701
2015-04-22,30895
2015-04-23,30202
2015-04-24,35266
2015-04-25,25715
2015-04-26,36471
2015-04-27,39066
2015-04-28,31957
2015-04-29,30639
2015-04-30,29720
2015-05-01,27237
2015-05-02,25012
2015-05-03,27042
2015-05-04,29448
2015-05-05,27820
2015-05-06,29624
2015-05-07,27526
2015-05-08,25655
2015-05-09,23791
2015-05-10,31503
2015-05-11,32317
2015-05-12,30635
2015-05-13,30934
2015-05-14,31708
2015-05-15,42997
2015-05-16,32407
2015-05-17,32810
2015-05-18,34624
2015-05-19,34750
2015-05-20,30108
2015-05-21,27578
2015-05-22,29926
2015-05-23,27166
2015-05-24,27968
2015-05-25,30637
2015-05-26,34578
2015-05-27,29218
2015-05-28,23591
2015-05-29,24045
2015-05-30,23844
2015-05-31,24048
2015-06-01,27087
2015-06-02,28566
2015-06-03,34732
2015-06-04,76661
2015-06-05,28700
2015-06-06,27936
2015-06-07,26086
2015-06-08,46002
2015-06-09,43106
2015-06-10,26645
2015-06-11,52355
2015-06-12,36988
2015-06-13,21875
2015-06-14,46935
2015-06-15,28128
2015-06-16,84152
2015-06-17,35914
2015-06-18,38557
2015-06-19,28107
2015-06-20,25438
2015-06-21,23500
2015-06-22,27394
2015-06-23,28352
2015-06-24,36725
2015-06-25,26008
2015-06-26,23984
2015-06-27,23636
2015-06-28,25663
2015-06-29,40197
2015-06-30,33375
2015-07-01,29052
2015-07-02,27119
2015-07-03,25771
2015-07-04,23847
2015-07-05,24976
2015-07-06,36903
2015-07-07,29915
2015-07-08,36474
2015-07-09,30281
2015-07-10,29616
2015-07-11,24645
2015-07-12,26775
2015-07-13,42326
2015-07-14,50267
2015-07-15,38595
2015-07-16,35125
2015-07-17,29831
2015-07-18,25985
2015-07-19,25071
2015-07-20,36888
2015-07-21,30095
2015-07-22,44651
2015-07-23,33408
2015-07-24,28664
2015-07-25,21076
2015-07-26,15592
2015-07-27,30972
2015-07-28,33519
2015-07-29,37726
2015-07-30,33018
2015-07-31,27789
2015-08-01,26960
2015-08-02,24294
2015-08-03,35036
2015-08-04,34486
2015-08-05,31470
2015-08-06,35658
2015-08-07,47467
2015-08-08,29031
2015-08-09,27132
2015-08-10,27744
2015-08-11,26653
2015-08-12,29241
2015-08-13,31087
2015-08-14,30737
2015-08-15,28722
2015-08-16,24050
2015-08-17,37040
2015-08-18,28767
2015-08-19,28539
2015-08-20,36462
2015-08-21,39012
2015-08-22,34967
2015-08-23,27692
2015-08-24,34342
2015-08-25,37941
2015-08-26,33987
2015-08-27,34558
2015-08-28,39945
2015-08-29,14768
2015-08-30,32134
2015-08-31,35949
2015-09-01,37021
2015-09-02,39013
2015-09-03,42474
2015-09-04,36321
2015-09-05,29023
2015-09-06,35583
2015-09-07,38792
2015-09-08,46889
2015-09-09,16909
2015-09-10,37882
2015-09-11,38518
2015-09-12,32205
2015-09-13,40350
2015-09-14,16262
2015-09-15,20470
2015-09-16,45085
2015-09-17,33180
2015-09-18,31747
2015-09-19,39778
2015-09-20,65535
2015-09-21,59563
2015-09-22,82378
2015-09-23,42946
2015-09-24,46527
2015-09-25,41322
2015-09-26,41039
2015-09-27,30532
2015-09-28,35355
2015-09-29,40135
2015-09-30,43080
2015-10-01,41189
2015-10-02,35561
2015-10-03,49494
2015-10-04,33909
2015-10-05,32712
2015-10-06,39541
2015-10-07,38773
2015-10-08,35461
2015-10-09,30426
2015-10-10,29433
2015-10-11,27940
2015-10-12,34146
2015-10-13,31813
2015-10-14,28030
2015-10-15,37296
2015-10-16,36070
2015-10-17,31701
2015-10-18,25220
2015-10-19,35703
2015-10-20,42914
2015-10-21,38896
2015-10-22,44027
2015-10-23,37326
2015-10-24,36013
2015-10-25,30139
2015-10-26,37096
2015-10-27,50484
2015-10-28,45782
2015-10-29,45960
2015-10-30,32577
2015-10-31,35257
2015-11-01,31402
2015-11-02,35962
2015-11-03,42652
2015-11-04,54768
2015-11-05,51405
2015-11-06,43351
2015-11-07,36433
2015-11-08,39567
2015-11-09,45103
2015-11-10,43853
2015-11-11,34774
2015-11-12,38371
2015-11-13,35364
2015-11-14,30226
2015-11-15,32216
2015-11-16,35757
2015-11-17,36957
2015-11-18,40387
2015-11-19,32915
2015-11-20,33652
2015-11-21,25295
2015-11-22,17983
2015-11-23,21268
2015-11-24,20427
2015-11-25,27288
2015-11-26,24681
2015-11-27,25861
2015-11-28,25749
2015-11-29,24219
2015-11-30,26261
2015-12-01,25143
2015-12-02,23887
2015-12-03,23460
2015-12-04,22066
2015-12-05,22531
2015-12-06,22728
2015-12-07,25413
2015-12-08,24716
2015-12-09,33862
2015-12-10,25232
2015-12-11,26210
2015-12-12,23062
2015-12-13,21459
2015-12-14,32070
2015-12-15,28842
2015-12-16,27652
2015-12-17,23729
2015-12-18,24189
2015-12-19,21372
2015-12-20,19855
2015-12-21,24803
2015-12-22,25707
2015-12-23,26011
2015-12-24,23679
2015-12-25,21240
2015-12-26,21795
2015-12-27,32284
2015-12-28,31890
2015-12-29,24417
2015-12-30,26654
2015-12-31,24012
2016-01-01,20122
2016-01-02,19715
2016-01-03,19638
2016-01-04,23308
2016-01-05,27207
2016-01-06,24615
2016-01-07,24700
2016-01-08,26040
2016-01-09,20585
2016-01-10,20755
2016-01-11,23867
2016-01-12,27110
2016-01-13,27094
2016-01-14,25568
2016-01-15,31035
2016-01-16,28097
2016-01-17,25408
2016-01-18,29308
2016-01-19,24617
2016-01-20,29720
2016-01-21,29595
2016-01-22,27533
2016-01-23,23029
2016-01-24,22635
2016-01-25,25172
2016-01-26,26057
2016-01-27,28379
2016-01-28,26070
2016-01-29,29331
2016-01-30,25049
2016-01-31,27728
2016-02-01,29309
2016-02-02,26458
2016-02-03,27023
2016-02-04,26103
2016-02-05,26621
2016-02-06,23929
2016-02-07,24021
2016-02-08,27363
2016-02-09,25751
2016-02-10,28230
2016-02-11,29630
2016-02-12,28064
2016-02-13,25543
2016-02-14,25283
2016-02-15,27181
2016-02-16,27923
2016-02-17,29153
2016-02-18,24986
2016-02-19,27889
2016-02-20,23050
2016-02-21,25424
2016-02-22,25239
2016-02-23,28499
2016-02-24,27169
2016-02-25,28753
2016-02-26,30726
2016-02-27,24902
2016-02-28,28161
2016-02-29,28270
2016-03-01,25668
2016-03-02,27957
2016-03-03,31442
2016-03-04,30294
2016-03-05,28045
2016-03-06,24747
2016-03-07,29486
2016-03-08,27850
2016-03-09,28142
2016-03-10,30719
2016-03-11,29704
2016-03-12,28068
2016-03-13,28299
2016-03-14,28751
2016-03-15,30661
2016-03-16,33113
2016-03-17,30033
2016-03-18,25976
2016-03-19,27011
2016-03-20,22064
2016-03-21,25353
2016-03-22,25184
2016-03-23,23845
2016-03-24,22710
2016-03-25,22593
2016-03-26,20187
2016-03-27,19044
2016-03-28,23045
2016-03-29,31699
2016-03-30,35672
2016-03-31,24191
2016-04-01,24472
2016-04-02,21507
2016-04-03,21378
2016-04-04,24516
2016-04-05,26914
2016-04-06,23270
2016-04-07,23407
2016-04-08,24554
2016-04-09,19399
2016-04-10,19193
2016-04-11,23919
2016-04-12,23252
2016-04-13,23243
2016-04-14,24938
2016-04-15,27593
2016-04-16,20857
2016-04-17,19395
2016-04-18,21989
2016-04-19,22642
2016-04-20,22973
2016-04-21,23282
2016-04-22,24241
2016-04-23,25236
2016-04-24,30727
2016-04-25,28861
2016-04-26,26206
2016-04-27,28009
2016-04-28,26142
2016-04-29,26067
2016-04-30,22785
2016-05-01,22113
2016-05-02,44092
2016-05-03,34902
2016-05-04,28567
2016-05-05,27508
2016-05-06,24738
2016-05-07,21334
2016-05-08,20478
2016-05-09,23092
2016-05-10,23402
2016-05-11,21597
2016-05-12,22343
2016-05-13,23638
2016-05-14,19355
2016-05-15,19527
2016-05-16,21419
2016-05-17,21242
2016-05-18,21130
2016-05-19,21055
2016-05-20,21015
2016-05-21,18208
2016-05-22,20846
2016-05-23,25025
2016-05-24,25558
2016-05-25,25514
2016-05-26,25096
2016-05-27,22418
2016-05-28,20785
2016-05-29,21179
2016-05-30,23116
2016-05-31,22168
2016-06-01,24322
2016-06-02,25664
2016-06-03,25989
2016-06-04,22507
2016-06-05,24256
2016-06-06,25168
2016-06-07,25479
2016-06-08,25213
2016-06-09,23455
2016-06-10,23436
2016-06-11,20546
2016-06-12,25917
2016-06-13,27242
2016-06-14,23970
2016-06-15,24561
2016-06-16,26795
2016-06-17,26724
2016-06-18,20862
2016-06-19,20799
2016-06-20,27198
2016-06-21,27064
2016-06-22,25119
2016-06-23,24183
2016-06-24,26403
2016-06-25,20205
2016-06-26,20500
2016-06-27,23913
2016-06-28,23816
2016-06-29,23872
2016-06-30,23132
2016-07-01,23027
2016-07-02,23595
2016-07-03,20287
2016-07-04,21181
2016-07-05,22046
2016-07-06,23770
2016-07-07,23909
2016-07-08,23469
2016-07-09,25041
2016-07-10,20364
2016-07-11,22699
2016-07-12,22223
2016-07-13,22998
2016-07-14,21544
2016-07-15,20434
2016-07-16,18987
2016-07-17,19456
2016-07-18,21330
2016-07-19,23226
2016-07-20,22621
2016-07-21,20837
2016-07-22,20712
2016-07-23,18351
2016-07-24,18766
2016-07-25,22664
2016-07-26,23499
2016-07-27,21902
2016-07-28,23727
2016-07-29,20354
2016-07-30,17310
2016-07-31,17590
2016-08-01,22021
2016-08-02,27947
2016-08-03,33437
2016-08-04,25150
2016-08-05,25115
2016-08-06,20484
2016-08-07,20769
2016-08-08,24232
2016-08-09,24435
2016-08-10,30224
2016-08-11,23497
2016-08-12,25008
2016-08-13,21026
2016-08-14,24566
2016-08-15,25180
2016-08-16,23549
2016-08-17,22643
2016-08-18,20849
2016-08-19,18562
2016-08-20,14687
2016-08-21,14412
2016-08-22,18821
2016-08-23,18812
2016-08-24,19302
2016-08-25,20127
2016-08-26,19606
2016-08-27,15956
2016-08-28,17112
2016-08-29,22110
2016-08-30,18322
2016-08-31,17456
2016-09-01,18373
2016-09-02,20605
2016-09-03,16664
2016-09-04,16972
2016-09-05,23183
2016-09-06,35065
2016-09-07,23060
2016-09-08,19731
2016-09-09,19091
2016-09-10,18701
2016-09-11,16124
2016-09-12,18821
2016-09-13,20868
2016-09-14,20554
2016-09-15,21820
2016-09-16,20588
2016-09-17,17201
2016-09-18,13717
2016-09-19,13913
2016-09-20,26427
2016-09-21,18606
2016-09-22,18260
2016-09-23,19726
2016-09-24,17748
2016-09-25,17984
2016-09-26,20210
2016-09-27,20912
2016-09-28,19750
2016-09-29,21230
2016-09-30,17676
2016-10-01,17285
2016-10-02,16869
2016-10-03,22770
2016-10-04,20191
2016-10-05,19102
2016-10-06,19174
2016-10-07,21247
2016-10-08,18265
2016-10-09,17597
2016-10-10,19079
2016-10-11,20605
2016-10-12,19254
2016-10-13,17289
2016-10-14,17479
2016-10-15,20593
2016-10-16,18498
2016-10-17,18689
2016-10-18,17940
2016-10-19,20522
2016-10-20,17281
2016-10-21,15145
2016-10-22,13770
2016-10-23,14832
2016-10-24,18801
2016-10-25,15756
2016-10-26,17995
2016-10-27,19247
2016-10-28,19798
2016-10-29,18463
2016-10-30,19812
2016-10-31,23052
2016-11-01,21499
2016-11-02,20959
2016-11-03,20253
2016-11-04,18517
2016-11-05,17653
2016-11-06,20121
2016-11-07,22734
2016-11-08,22954
2016-11-09,24370
2016-11-10,20972
2016-11-11,19923
2016-11-12,17540
2016-11-13,19573
2016-11-14,22700
2016-11-15,23129
2016-11-16,23016
2016-11-17,22943
2016-11-18,22105
2016-11-19,20995
2016-11-20,17894
2016-11-21,22770
2016-11-22,22500
2016-11-23,21827
2016-11-24,21061
2016-11-25,20433
2016-11-26,19734
2016-11-27,19864
2016-11-28,22289
2016-11-29,21602
2016-11-30,21457
2016-12-01,21117
2016-12-02,20335
2016-12-03,16186
2016-12-04,16345
2016-12-05,18558
2016-12-06,20236
2016-12-07,21592
2016-12-08,21302
2016-12-09,19749
2016-12-10,18331
2016-12-11,16070
2016-12-12,18775
2016-12-13,20749
2016-12-14,21101
2016-12-15,19341
2016-12-16,19242
2016-12-17,18364
2016-12-18,18930
2016-12-19,25718
2016-12-20,22945
2016-12-21,25531
2016-12-22,27288
2016-12-23,29448
2016-12-24,22045
2016-12-25,17925
2016-12-26,19894
2016-12-27,22525
2016-12-28,24151
2016-12-29,22502
2016-12-30,18971
2016-12-31,18483
2017-01-01,21071
2017-01-02,26461
2017-01-03,27269
2017-01-04,31611
2017-01-05,33407
2017-01-06,29065
2017-01-07,22717
2017-01-08,19595
2017-01-09,23277
2017-01-10,22918
2017-01-11,29228
2017-01-12,30387
2017-01-13,28785
2017-01-14,22367
2017-01-15,22232
2017-01-16,24103
2017-01-17,25648
2017-01-18,26491
2017-01-19,27848
2017-01-20,23365
2017-01-21,20833
2017-01-22,20816
2017-01-23,24809
2017-01-24,28304
2017-01-25,27278
2017-01-26,24366
2017-01-27,23178
2017-01-28,21300
2017-01-29,20789
2017-01-30,27170
2017-01-31,23711
2017-02-01,22600
2017-02-02,23547
2017-02-03,26694
2017-02-04,27112
2017-02-05,23530
2017-02-06,29026
2017-02-07,30138
2017-02-08,26445
2017-02-09,27886
2017-02-10,26096
2017-02-11,26759
2017-02-12,27211
2017-02-13,24621
2017-02-14,27568
2017-02-15,26945
2017-02-16,24357
2017-02-17,26355
2017-02-18,21344
2017-02-19,19946
2017-02-20,26113
2017-02-21,25187
2017-02-22,26751
2017-02-23,27929
2017-02-24,37286
2017-02-25,24005
2017-02-26,27326
2017-02-27,24703
2017-02-28,23501
2017-03-01,25248
2017-03-02,28277
2017-03-03,31848
2017-03-04,24535
2017-03-05,22507
2017-03-06,29476
2017-03-07,31214
2017-03-08,28463
2017-03-09,29362
2017-03-10,36952
2017-03-11,30193
2017-03-12,26226
2017-03-13,27414
2017-03-14,27110
2017-03-15,25560
2017-03-16,26412
2017-03-17,28612
2017-03-18,25964
2017-03-19,26859
2017-03-20,30480
2017-03-21,29659
2017-03-22,32507
2017-03-23,39969
2017-03-24,30279
2017-03-25,29728
2017-03-26,23985
2017-03-27,25216
2017-03-28,26462
2017-03-29,24593
2017-03-30,25723
2017-03-31,24542
2017-04-01,21680
2017-04-02,21011
2017-04-03,25315
2017-04-04,26979
2017-04-05,28967
2017-04-06,28251
2017-04-07,29445
2017-04-08,23272
2017-04-09,22661
